ticker,company_name
SNYR,Synergy CHC Corp. - Common Stock
SO,Southern Company (The) Common Stock
SOBO,South Bow Corporation Common Shares
SOC,Sable Offshore Corp. Common Stock
SOCAU,Solarius Capital Acquisition Corp. - Units
SOCL,Global X Social Media ETF
SOFL,Tidal Trust III 2x Daily Software Platform ETF
SOFR,Amplify ETF Trust Amplify Samsung SOFR ETF
SOFTWARE & SERVICES.AX,Software & Services
SOFX,Defiance Daily Target 2X Long SOFI ETF
SOGP,Sound Group Inc. - American Depositary Shares
SOHO,Sotherly Hotels Inc. - Common Stock
SOHOB,Sotherly Hotels Inc. - 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock
SOHON,Sotherly Hotels Inc. - 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock
SOHOO,Sotherly Hotels Inc. - 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock
SOHU,Sohu.com Limited  - American Depositary Shares
SOLR,SmartETFs Sustainable Energy II ETF
SOLT,2x Solana ETF
SOLV,Solventum Corporation Common Stock
SOLZ,Solana ETF
SON,Sonoco Products Company Common Stock
SOND,Sonder Holdings Inc. - Class A Common Stock
SONDW,Sonder Holdings Inc. - Warrants
SONIC,Sonic Corp
SONY,Sony Group Corporation American Depositary Shares
SOPA,Society Pass Incorporated - Common Stock
SOPH,SOPHiA GENETICS SA - Ordinary Shares
SORA,Top Win International Limited - Ordinary Shares
SOTK,Sono-Tek Corporation - Common Stock
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares
SOUX,Defiance Daily Target 2X Long SOUN ETF
SOVF,Elevation Series Trust Sovereign's Capital Flourish Fund
SOWG,Sow Good Inc. - Common Stock
SOXL,Direxion Daily Semiconductor Bull 3x Shares
SOXQ,Invesco PHLX Semiconductor ETF
SOXS,Direxion Daily Semiconductor Bear 3x Shares
SOXX,iShares Semiconductor ETF
SOXY,Tidal Trust II YieldMax Target 12 Semiconductor Option Income ETF
SOYB,Teucrium Soybean Fund ETV
SPAB,SPDR Portfolio Aggregate Bond ETF
SPAI,Safe Pro Group Inc. - Common Stock
SPAM,Themes Cybersecurity ETF
SPAQ,Horizon Kinetics SPAC Active ETF
SPBC,Simplify US Equity PLUS Bitcoin Strategy ETF
SPBO,SPDR Portfolio Corporate Bond ETF
SPBU,AIM ETF Products Trust AllianzIM Buffer15 Uncapped Allocation ETF
SPBW,AIM ETF Products Trust AllianzIM Buffer20 Allocation ETF
SPBX,AIM ETF Products Trust AllianzIM 6 Month Buffer10 Allocation ETF
SPC,CrossingBridge Pre-Merger SPAC ETF
SPCX,SPAC and New Issue ETF
SPCY,STKd 100% SMCI & 100% NVDA ETF
SPCZ,Listed Funds Trust RiverNorth Enhanced Pre-Merger SPAC ETF
SPD,Simplify Exchange Traded Funds Simplify US Equity PLUS Downside Convexity ETF
SPDG,SPDR Series Trust SPDR Portfolio S&P Sector Neutral Dividend ETF
SPDN,Direxion Daily S&P 500 Bear 1X Shares
SPDV,AAM S&P 500 High Dividend Value ETF
SPDW,SPDR Portfolio Developed World ex-US ETF
SPEGU,Silver Pegasus Acquisition Corp - Unit
SPEM,SPDR Index Shares Fund SPDR Portfolio Emerging Markets ETF
SPEU,SPDR Portfolio Europe ETF
SPFF,Global X SuperIncome Preferred ETF
SPGI,S&P Global Inc. Common Stock
SPGM,SPDR Portfolio MSCI Global Stock Market ETF
SPGP,Invesco S&P 500 GARP ETF
SPHB,Invesco S&P 500 High Beta ETF
SPHD,Invesco S&P 500 High Dividend Low Volatility ETF
SPHL,Springview Holdings Ltd - Ordinary shares
SPHQ,Invesco S&P 500 Quality ETF
SPHR,Sphere Entertainment Co. Class A Common Stock
SPHY,SPDR Portfolio High Yield Bond ETF
SPIB,SPDR Portfolio Intermediate Term Corporate Bond ETF
SPIN,SSGA Active Trust SPDR SSGA US Equity Premium Income ETF
SPIP,SPDR Portfolio TIPS ETF
SPKL,Spark I Acquisition Corp. - Class A Ordinary Share
SPKLU,Spark I Acquisition Corp. - Unit
SPKLW,Spark I Acquisition Corp. - Warrant
SPLB,SPDR Portfolio Long Term Corporate Bond ETF
SPLG,SPDR Portfolio S&P 500 ETF
SPLV,Invesco S&P 500 Low Volatility ETF
SPMB,SPDR Portfolio Mortgage Backed Bond ETF
SPMD,SPDR Portfolio S&P 400 Mid Cap ETF
SPMO,Invesco S&P 500 Momentum ETF
SPMV,Invesco S&P 500 Minimum Variance ETF
SPNS,Sapiens International Corporation N.V. - Common Shares
SPNT,SiriusPoint Ltd. Common Shares
SPOT,Spotify Technology S.A. Ordinary Shares
SPPL,SIMPPLE LTD. - Ordinary Shares
SPPP,Sprott Physical Platinum and Palladium Trust
SPRC,SciSparc Ltd. - Ordinary Shares
SPRE,SP Funds S&P Global REIT Sharia ETF
SPRU,Spruce Power Holding Corporation Class A Common Stock
SPRX,Spear Alpha ETF
SPSB,SPDR Portfolio Short Term Corporate Bond ETF
SPSK,SP Funds Dow Jones Global Sukuk ETF
SPSM,SPDR Portfolio S&P 600 Small Cap ETF
SPTB,SPDR Series Trust SPDR Portfolio Treasury ETF
SPTE,SP Funds Trust SP Funds S&P Global Technology ETF
SPTI,SPDR Portfolio Intermediate Term Treasury ETF
SPTL,SPDR Portfolio Long Term Treasury ETF
SPTM,SPDR Portfolio S&P 1500 Composite Stock Market ETF
SPTN,SpartanNash Company - Common Stock
SPTS,SPDR Portfolio Short Term Treasury ETF
SPUC,Simplify Exchange Traded Funds Simplify US Equity PLUS Upside Convexity ETF
SPUS,SP Funds S&P 500 Sharia Industry Exclusions ETF
SPUT,Innovator ETFs Trust Innovator Equity Premium Income - Daily PutWrite ETF
SPUU,Direxion Daily S&P 500 Bull 2X Shares
SPVM,Invesco S&P 500 Value with Momentum ETF
SPVU,Invesco S&P 500 Enhanced Value ETF
SPWO,SP Funds Trust SP Funds S&P World (ex-US) ETF
SPXD,Xtrackers S&P 500 Diversified Sector Weight ETF
SPXE,ProShares S&P 500 Ex-Energy ETF
SPXL,Direxion Daily S&P 500 Bull 3X Shares
SPXM,Tidal Trust III Azoria 500 Meritocracy ETF
SPXN,ProShares S&P 500 Ex-Financials ETF
SPXS,Direxion Daily S&P 500 Bear 3X
SPXT,ProShares S&P 500 Ex-Technology ETF
SPXU,ProShares UltraPro Short S&P500
SPXV,ProShares S&P 500 Ex-Health Care ETF
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund
SPY,SPDR S&P 500
SPYA,The RBB Fund Trust Twin Oak Endure ETF
SPYC,Simplify Exchange Traded Funds Simplify US Equity PLUS Convexity ETF
SPYD,SPDR Series Trust SPDR Portfolio S&P 500 High Dividend ETF
SPYG,SPDR Series Trust SPDR Portfolio S&P 500 Growth ETF
SPYH,NEOS ETF Trust NEOS S&P 500 Hedged Equity Income ETF
SPYI,NEOS S&P 500 High Income ETF
SPYQ,Tradr 2X Long SPY Quarterly ETF
SPYT,Tidal Trust II Defiance S&P 500 Target Income ETF
SPYV,SPDR Series Trust SPDR Portfolio S&P 500 Value ETF
SPYX,SPDR S&P 500 Fossil Fuel Reserves Free ETF
SQEW,LeaderShares Equity Skew ETF
SQLV,Royce Quant Small-Cap Quality Value ETF
SQM,Sociedad Quimica y Minera S.A. Common Stock
SQMX,First Trust Exchange-Traded Fund VIII FT Vest U.S. Equity Quarterly Max Buffer ETF
SQNS,Sequans Communications S.A. American Depositary Shares (each representing ten (10) Ordinary Shares)
SQQQ,ProShares UltraPro Short QQQ
SR,Spire Inc. Common Stock
SRAD,Sportradar Group AG - Class A Ordinary Shares
SRCE,1st Source Corporation - Common Stock
SRE,DBA Sempra Common Stock
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079
SRET,Global X SuperDividend REIT ETF
SRFM,Surf Air Mobility Inc. Common Stock
SRG,Seritage Growth Properties Class A Common Stock
SRG$A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
SRHQ,SRH U.S. Quality GARP ETF
SRHR,Elevation Series Trust SRH REIT Covered Call ETF
SRL,Scully Royalty Ltd.
SRLN,SPDR Blackstone Senior Loan ETF
SROI,Calamos ETF Trust Calamos Antetokounmpo Global Sustainable Equities ETF
SRRK,Scholar Rock Holding Corporation - Common Stock
SRS,ProShares UltraShort Real Estate
SRTY,ProShares UltraPro Short Russell2000
SRUUF,Standard Uranium Ltd
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest
SRVR,Pacer Data & Infrastructure Real Estate ETF
SSB,SouthState Corporation Common Stock
SSBI,Summit State Bank - Common Stock
SSEAU,Starry Sea Acquisition Corp - Unit
SSFI,Day Hagan Smart Sector Fixed Income ETF
SSG,ProShares UltraShort Semiconductors
SSII,SS Innovations International Inc. - Common Stock
SSK,ETF Opportunities Trust REX-Osprey SOL + Staking ETF
SSL,Sasol Ltd. American Depositary Shares
SSO,ProShares Ultra S&P500
SSP,E.W. Scripps Company (The) - Class A Common Stock
SSPX,Janus Henderson U.S. Sustainable Equity ETF
SSPY,Exchange Listed Funds Trust Stratified LargeCap Index ETF
SSRM,SSR Mining Inc. - Common Stock
SSSS,SuRo Capital Corp. - Closed End Fund
SSSSL,SuRo Capital Corp. - 6.00% Notes due 2026
SSUS,Day Hagan Smart Sector ETF
SSXU,Day Hagan Smart Sector International ETF
ST,Sensata Technologies Holding plc Ordinary Shares
STAA,STAAR Surgical Company - Common Stock
STAI,ScanTech AI Systems Inc. - Common stock
STAK,STAK Inc. - Class A Ordinary Shares
STAX,Macquarie ETF Trust Macquarie Tax-Free USA Short Term ETF
STBF,Trust for Professional Managers Performance Trust Short Term Bond ETF
STC,Stewart Information Services Corporation Common Stock
STCE,Schwab Strategic Trust Schwab Crypto Thematic ETF
STE,STERIS plc (Ireland) Ordinary Shares
STEC,Santech Holdings Limited - American Depositary Shares
STEP,StepStone Group Inc. - Class A Common Stock
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares
STGW,Stagwell Inc. - Class A Common Stock
STHH,Precidian ETFs Trust STMicroelectronics NV ADRhedged
STHO,Star Holdings - Shares of Beneficial Interest
STIP,iShares 0-5 Year TIPS Bond ETF
STK,Columbia Seligman Premium Technology Growth Fund Inc
STKH,Steakholder Foods Ltd. - American Depositary Shares
STLA,Stellantis N.V. Common Shares
STM,STMicroelectronics N.V. Common Stock
STN,Stantec Inc Common Stock
STNC,Hennessy Sustainable ETF
STNE,StoneCo Ltd. - Class A Common Share
STNG,Scorpio Tankers Inc. Common Shares
STOT,SPDR DoubleLine Short Duration Total Return Tactical ETF
STOX,Horizon Funds Horizon Core Equity ETF
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund
STR,Sitio Royalties Corp. Class A Common Stock
STRC,MicroStrategy Incorporated - Variable Rate Series A Perpetual Stretch Preferred Stock
STRD,MicroStrategy Incorporated - 10.00% Series A Perpetual Stride Preferred Stock
STRF,MicroStrategy Incorporated - 10.00% Series A Perpetual Strife Preferred Stock
STRK,MicroStrategy Incorporated - 8.00% Series A Perpetual Strike Preferred Stock
STRS,Stratus Properties Inc. - Common Stock
STRT,STRATTEC SECURITY CORPORATION - Common Stock
STRV,EA Series Trust Strive 500 ETF
STRZ,Starz Entertainment Corp. - Common Shares
STSS,Sharps Technology Inc. - Common Stock
STSSW,Sharps Technology Inc. - Warrant
STT,State Street Corporation Common Stock
STVN,Stevanato Group S.p.A. Ordinary Shares
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland)
STXD,EA Series Trust Strive 1000 Dividend Growth ETF
STXE,EA Series Trust Strive Emerging Markets Ex-China ETF
STXG,EA Series Trust Strive 1000 Growth ETF
STXI,EA Series Trust Strive International Developed Markets ETF
STXK,EA Series Trust Strive Small-Cap ETF
STXM,EA Series Trust Strive Mid-Cap ETF
STXT,EA Series Trust Strive Total Return Bond ETF
STXV,EA Series Trust Strive 1000 Value ETF
SU,Suncor Energy  Inc. Common Stock
SUB,iShares Short-Term National Muni Bond ETF
SUGP,SU Group Holdings Limited - Ordinary Shares
SUN,Sunoco LP Common Units representing limited partner interests
SUPL,ProShares Trust ProShares Supply Chain Logistics ETF
SUPP,TCW Transform Supply Chain ETF
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
SUPX,Super X AI Technology Limited - Ordinary Shares
SURE,AdvisorShares Insider Advantage ETF
SURI,Simplify Exchange Traded Funds Simplify Propel Opportunities ETF
SUSA,iShares ESG Optimized MSCI USA ETF
SUSB,iShares ESG Aware 1-5 Year USD Corporate Bond ETF
SUSC,iShares ESG Aware USD Corporate Bond ETF
SUSL,iShares ESG MSCI USA Leaders ETF
SUUN,PowerBank Corporation - Common Stock
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
SVAL,iShares US Small Cap Value Factor ETF
SVC,Service Properties Trust - Shares of Beneficial Interest
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares
SVCCU,Stellar V Capital Corp. - Unit
SVCCW,Stellar V Capital Corp. - Warrant
SVII,Spring Valley Acquisition Corp. II - Class A Ordinary Shares
SVIIR,Spring Valley Acquisition Corp. II - Rights
SVIIU,Spring Valley Acquisition Corp. II - Units
SVIIW,Spring Valley Acquisition Corp. II - Warrant
SVIX,VS TR -1x Short VIX Futures ETF
SVM,Silvercorp Metals Inc. Common Shares
SVOL,Simplify Volatility Premium ETF
SVRE,SaverOne 2014 Ltd. - American Depositary Shares
SVREW,SaverOne 2014 Ltd. - Warrant
SVXY,ProShares Short VIX Short Term Futures ETF
SW,Smurfit WestRock plc Ordinary Shares
SWAN,Amplify ETF Trust Amplify BlackSwan Growth & Treasury Core ETF
SWIN,Solowin Holdings - Class A Ordinary Share
SWKH,SWK Holdings Corporation - Common Stock
SWKHL,SWK Holdings Corporation - 9.00% Senior Notes due 2027
SWP,SWP Growth & Income ETF
SWVL,Swvl Holdings Corp - Ordinary Shares
SWVLW,Swvl Holdings Corp - Warrant
SWZ,Total Return Securities Fund Common Stock
SXI,Standex International Corporation Common Stock
SXQG,ETC 6 Meridian Quality Growth ETF
SXT,Sensient Technologies Corporation Common Stock
SY,So-Young International Inc. - American Depository Shares
SYF,Synchrony Financial Common Stock
SYK,Stryker Corporation Common Stock
SYLD,Cambria Shareholder Yield ETF
SYM,Symbotic Inc. - Class A Common Stock
SYNA,Synaptics Incorporated - Common Stock
SYNB,Putnam ETF Trust Putnam BioRevolution ETF
SYNX,Silynxcom Ltd. Ordinary Shares
SYY,Sysco Corporation Common Stock
SZK,ProShares UltraShort Consumer Staples
SZNE,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares
SZZLR,Sizzle Acquisition Corp. II - Right
SZZLU,Sizzle Acquisition Corp. II - Unit
T,AT&T Inc.
TAC,TransAlta Corporation Ordinary Shares
TACH,Titan Acquisition Corp. - Class A Ordinary Shares
TACHU,Titan Acquisition Corp. - Units
TACHW,Titan Acquisition Corp. - Warrants
TACK,Capitol Series Trust Fairlead Tactical Sector ETF
TACO,Berto Acquisition Corp. - Ordinary Shares
TACOU,Berto Acquisition Corp. - unit
TACOW,Berto Acquisition Corp. - Warrant
TACT,TransAct Technologies Incorporated - Common Stock
TAGG,T. Rowe Price QM U.S. Bond ETF
TAGS,Teucrium Agricultural Fund ETV
TAIL,Cambria Tail Risk ETF
TAIT,Taitron Components Incorporated - Class A Common Stock
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TAL,TAL Education Group American Depositary Shares
TAN,Invesco Solar ETF
TANH,Tantech Holdings Ltd. - Common Shares
TAOP,Taoping Inc. - Ordinary Shares
TAOX,Tao Synergies Inc. - Common Stock
TAP,Molson Coors Beverage Company Class B Common Stock
TAP.A,Molson Coors Beverage Company Class A Common Stock
TAPR,Innovator ETFs Trust Innovator Equity Defined Protection ETF - 2 Yr to April 2027
TARK,Tradr 2X Long Innovation ETF
TATT,TAT Technologies Ltd. - Ordinary Shares
TAVI,Tavia Acquisition Corp. - Ordinary Shares
TAVIR,Tavia Acquisition Corp. - Right
TAVIU,Tavia Acquisition Corp. - Unit
TAX,Cambria Tax Aware ETF
TAXE,Intermediate Municipal Income ETF
TAXF,American Century Diversified Municipal Bond ETF
TAXM,BondBloxx ETF Trust BondBloxx IR+M Tax-Aware ETF for Massachusetts Residents
TAXX,BondBloxx ETF Trust BondBloxx IR+M Tax-Aware Short Duration ETF
TBB,AT&T Inc. 5.350% Global Notes due 2066
TBBB,BBB Foods Inc. Class A Common Shares
TBCH,Turtle Beach Corporation - Common Stock
TBF,ProShares Short 20+ Year Treasury
TBFC,ETF Series Solutions The Brinsmere Fund  Conservative ETF
TBFG,ETF Series Solutions The Brinsmere Fund Growth ETF
TBG,EA Series Trust TBG Dividend Focus ETF
TBIL,US Treasury 3 Month Bill ETF
TBJL,Innovator 20  Year Treasury Bond 9 Buffer ETF - July
TBLA,Taboola.com Ltd. - Ordinary Shares
TBLAW,Taboola.com Ltd. - Warrant
TBLD,Thornburg Income Builder Opportunities Trust - Closed End Fund
TBLL,Invesco Short Term Treasury ETF
TBLU,Tortoise Capital Series Trust Tortoise Global Water Fund
TBMC,Trailblazer Merger Corporation I - Class A Common Stock
TBMCR,Trailblazer Merger Corporation I - Rights
TBN,Tamboran Resources Corporation Common stock
TBT,ProShares UltraShort Lehman 20  Year Treasury
TBUX,T. Rowe Price Ultra Short-Term Bond ETF
TBX,ProShares Short 7 10 Year Treasury
TC,Token Cat Limited - American Depositary Shares
TCAI,Tortoise Capital Series Trust Tortoise AI Infrastructure ETF
TCBK,TriCo Bancshares - Common Stock
TCHI,iShares MSCI China Multisector Tech ETF
TCHP,T. Rowe Price Blue Chip Growth ETF
TCOM,Trip.com Group Limited - American Depositary Shares
TCPB,Thrivent ETF Trust Thrivent Core Plus Bond ETF
TCPC,BlackRock TCP Capital Corp. - Closed End Fund
TCV,EA Series Trust Towle Value ETF
TCX,Tucows Inc. - Common Stock
TD,Toronto Dominion Bank (The) Common Stock
TDAC,Translational Development Acquisition Corp. - Ordinary Shares
TDACU,Translational Development Acquisition Corp. - Units
TDACW,Translational Development Acquisition Corp. - Warrants
TDC,Teradata Corporation Common Stock
TDEC,First Trust Exchange-Traded Fund VIII FT Vest Emerging Markets Buffer ETF - December
TDG,Transdigm Group Incorporated Common Stock
TDI,Touchstone Dynamic International ETF
TDIC,Dreamland Limited - Class A Ordinary Shares
TDIV,First Trust NASDAQ Technology Dividend Index Fund
TDSB,ETC Cabana Target Beta ETF
TDSC,ETC Cabana Target Drawdown 10 ETF
TDTF,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund
TDTH,Trident Digital Tech Holdings Ltd - American Depository Shares
TDTT,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund
TDUP,ThredUp Inc. - Class A Common Stock
TDV,ProShares S&P Technology Dividend Aristocrats ETF
TDVG,T. Rowe Price Dividend Growth ETF
TDVI,FT Vest Technology Dividend Target Income ETF
TDW,Tidewater Inc. Common Stock
TDY,Teledyne Technologies Incorporated Common Stock
TE,T1 Energy Inc. Common Stock
TEAD,Teads Holding Co. - Common Stock
TEAF,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest
TEAM,Atlassian Corporation  - Class A Common Stock
TEC,Harbor ETF Trust Harbor Transformative Technologies ETF
TECB,iShares U.S. Tech Breakthrough Multisector ETF
TECH,Bio-Techne Corp - Common Stock
TECHNOLOGY HARDWARE & EQUIPMENT.AX,Technology Hardware & Equipment
TECK,Teck Resources Ltd Ordinary Shares
TECL,Direxion Technology Bull 3X Shares
TECS,Direxion Technology Bear 3X Shares
TEF,Telefonica SA Common Stock
TEK,BlackRock ETF Trust iShares Technology Opportunities Active ETF
TEKX,SPDR Galaxy Transformative Tech Accelerators ETF
TEKY,Lazard Next Gen Technologies ETF
TEL,TE Connectivity plc Ordinary Shares
TELECOMMUNICATION SERVICES.AX,Telecommunication Services
TEMP,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Climate Change Solutions ETF
TEMT,Tradr 2X Long QBTS Daily ETF Tradr 2X Long TEM Daily ETF
TEMX,Touchstone ETF Trust Touchstone Sands Capital Emerging Markets ex-China Growth ETF
TEN,Tsakos Energy Navigation Ltd Common Shares
TEO,Telecom Argentina SA
TEQI,T. Rowe Price Equity Income ETF
TESL,Simplify Volt TSLA Revolution ETF
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,Terex Corporation Common Stock
TEXN,iShares Texas Equity ETF
TFC,Truist Financial Corporation Common Stock
TFC$I,Truist Financial Corporation Depositary Shares
TFI,SPDR Nuveen ICE Municipal Bond ETF
TFII,TFI International Inc. Common Shares
TFJL,Innovator 20  Year Treasury Bond 5 Floor ETF - July
TFLO,iShares Treasury Floating Rate Bond ETF
TFNS,T. Rowe Price Financials ETF
TFPM,Triple Flag Precious Metals Corp. Common Shares
TFPN,Blueprint Chesapeake Multi-Asset Trend ETF
TFSL,TFS Financial Corporation - Common Stock
TFX,Teleflex Incorporated Common Stock
TG,Tredegar Corporation Common Stock
TGE,The Generation Essentials Group Class A Ordinary Shares
TGEN,Tecogen Inc. Common Stock
TGL,Treasure Global Inc. - Common Stock
TGLR,ETF Opportunities Trust LAFFER TENGLER Equity Income ETF
TGLS,Tecnoglass Inc. Ordinary Shares
TGNA,TEGNA Inc
TGRW,T. Rowe Price Growth Stock ETF
TGS,Transportadora de Gas del Sur SA TGS Common Stock
TGT,Target Corporation Common Stock
TH,Target Hospitality Corp. - Common Stock
THC,Tenet Healthcare Corporation Common Stock
THCH,TH International Limited - Ordinary shares
